text,label,url
የዶናልድ ትራምፕ የብሔራዊ ደኅንነት አማካሪ ከኃላፊነታቸው ሊለቁ ነው,Politics,https://www.bbc.com/amharic/articles/c0qnx1z2pggo
የኬንያ የፓርላማ አባል በዋና ከተማዋ ናይሮቢ በታጣቂዎች ተገደሉ,Politics,https://www.bbc.com/amharic/articles/cd6j8yw52p3o
አሜሪካ እና ዩክሬን የደረሱትን ስምምነት ትራምፕ ለምን ፈለጉት? ብርቅዬ የተባሉት ማዕድናት የትኞቹ ናቸው?,Politics,https://www.bbc.com/amharic/articles/cwynp4z5x8do
አሜሪካ እና ዩክሬን ለረጅም ጊዜ የተጠበቀውን የማዕድን ስምምነት ተፈራረሙ,Politics,https://www.bbc.com/amharic/articles/c3evkgljw8zo
ያልተመለሰው የኢትዮጵያ ሠራተኞች ጥያቄ ከትላንት እስከ ዛሬ,Politics,https://www.bbc.com/amharic/articles/cedyjznj2xpo
ትራምፕ 100 የሥልጣን ቀናቸውን ራሳቸውን በማወደስ እና ተቀናቃኞቻቸውን በመወረፍ እያከበሩ ነው,Politics,https://www.bbc.com/amharic/articles/crkx56l080lo
"ካናዳ ከትራምፕ ጋር የምትደራደረው ""በራሷ ፍላጎቶች መሰረት"" እንደሚሆን ጠቅላይ ሚኒስትር ካርኔይ ለቢቢሲ ተናገሩ",Politics,https://www.bbc.com/amharic/articles/c0l054w65rko
"ቪዲዮ, ኬንያ ውስጥ ቁጣን የቀሰቀሰው የቢቢሲ ዘጋቢ ፊልም, ርዝመት 2,00",Politics,https://www.bbc.com/amharic/articles/c4g23422n7vo
በአቶ ጌታቸው የሚመራው ህወሓት 'ትግራይ ሊብራል ዴሞክራሲያዊ ፓርቲ' የሚባል አዲስ ፓርቲ ሊያቋቁም ነው,Politics,https://www.bbc.com/amharic/articles/c4g4yn339p8o
የግብፅ ፕሬዝዳንት አል ሲሲ እና የሱዳኑ አልቡርሃን በ'አባይ ተፋሰስ የውሃ ደኅንነት' ላይ መወያየታቸው ተገለፀ,Politics,https://www.bbc.com/amharic/articles/c1k4yx112l9o
"""ሐኪም በመሆኔ ያተረፍኩት ድኅነትን ነው"" የኢትዮጵያ ጤና ባለሙያዎች እሮሮ እና ጥያቄ",Health,https://www.bbc.com/amharic/articles/c62n8z1pjnzo
እንደ ካንሰር፣ ስኳር እና የልብ ድካም ያሉ ህመሞችን ለማወቅ የሚረዳው የጆሮ ኩክ,Health,https://www.bbc.com/amharic/articles/ce8gj7g0djzo
ተብላልተው የሚዘጋጁ ምግቦች እና መጠጦች ለጤናችን ጠቃሚ ናቸው ወይስ ጎጂ?,Health,https://www.bbc.com/amharic/articles/cj7d818j50po
የውሃ ኮዳችን ለበሽታ እንደሚያጋልጠን ልብ ብለዋል? እንዴት ማፅዳት አለብን? ምን ዓይነት ኮዳ እንጠቀም?,Health,https://www.bbc.com/amharic/articles/c5y4zy7d417o
ራሱን 200 ጊዜ በእባብ ያስነደፈው ግለሰብ ደም ለእባብ መርዝ መድኃኒት እንደሚሆን ተገለጸ,Health,https://www.bbc.com/amharic/articles/cx2y3p35lvlo
የአሜሪካ ገበሬዎች በእርሻቸው ላይ የሚረጩት የሰው ሽንት ለምርታቸው የሚሰጠው ጥቅም,Health,https://www.bbc.com/amharic/articles/c9deq49y7w0o
አልኮል መጠጥ በጤናችን እና በዕድሜያችን ላይ የሚያስከትለው ጉድለት,Health,https://www.bbc.com/amharic/articles/ckg0qe0kd7wo
የተጠበሱ፣ በፋብሪካ የተቀነባበሩ እና የታሸጉ ምግቦች ያለ ጊዜው ከሚከሰት ሞት ጋር ሊያያዙ ይችላሉ,Health,https://www.bbc.com/amharic/articles/ce82kpk02p7o
የጥፍራችን ቀለም እና ቅርፅ ስለ ጤናችን  ምን ይነግረናል?,Health,https://www.bbc.com/amharic/articles/c4g7lqde4g6o
በፊንጢጣ አካባቢ የሚከሰት እብጠት ሁሉ ኪንታሮት ነው? ኪንታሮት ካልታከመ ምን ያስከትላል?,Health,https://www.bbc.com/amharic/articles/c5ydv1enlv4o
በአንጀታችን ውስጥ ያሉ ባክቴሪያዎች ለአእምሯችን ጤና ጠቃሚ መሆናቸውን ያውቃሉ?,Health,https://www.bbc.com/amharic/articles/c3vp54qlkkno
የእርግዝና መከላከያ ክኒን በእርግጥ ሴቶችን የበለጠ እንዲጨነቁ ሊያደርግ ይችላል?,Health,https://www.bbc.com/amharic/articles/czxngzqy7pvo
በቀን ምን ያህል ጊዜ መጸዳጃ ቤት ይሄዳሉ? ዓይነ ምድራችን ስለጤናችን ምን ያመለክታል?,Health,https://www.bbc.com/amharic/articles/cy9dpjp780jo
የሐበሻ ዶሮ እና የፈረንጅ ዶሮ ልዩነታቸው ምንድን ነው?,Health,https://www.bbc.com/amharic/articles/cd9lzdnkjy0o
ድካምን ለማሸነፍ እና ጥሩ እንቅልፍ ለማግኘት የሚቀጠቅሙ አምስት ዘዴዎች,Health,https://www.bbc.com/amharic/articles/ce30w3xev7lo
ዶ/ር ቴድሮስ ለሁለተኛ ጊዜ የታይም መፅሔት የዓመቱ 100 ተፅዕኖ ፈጣሪዎች ዝርዝር ውስጥ ተካተቱ,Health,https://www.bbc.com/amharic/articles/clyq1eq80evo
በጀርመን አንድ ዶክተር 15 ታካሚዎቹን በመግደል ተጠርጥሮ በቁጥጥር ስር ዋለ,Health,https://www.bbc.com/amharic/articles/ckgre4g2zypo
ሚሊዮኖች የደም ግፊት እንዳለባቸው አያውቁም፤ ከፍተኛ የደም ግፊት እንዳለብዎ ለማወቅ የሚረዳ ቀላል ዘዴ,Health,https://www.bbc.com/amharic/articles/c2307n85815o
በስህተት 45 ዓመታት በዩናይትድ ኪንግደም ሆስፒታል ውስጥ ያሳለፈችው ሴት,Health,https://www.bbc.com/amharic/articles/cvgwny293xwo
በአይጦች አማካይነት የሚተላለፈው አደገኛው ሃንታቫይረስ ምንድን ነው?,Health,https://www.bbc.com/amharic/articles/cq8y313nnjjo
"ዶናልድ ትራምፕ ""በግሩም ጤንነት ላይ እንደሚገኙ"" የዋይት ሐውስ ዶክተር አስታወቁ",Health,https://www.bbc.com/amharic/articles/c20x9rne3ngo
መድሃኒትን በሚቋቋሙ ኢንፌክሽኖች ሳብያ የአፍሪካ ሕጻናት ለአደጋ መጋለጣቸውን አንድ ጥናት አመለከተ,Health,https://www.bbc.com/amharic/articles/cn7xd6k62x4o
በአካል ብቃት እንቅስቃሴ ወቅት ሰውነታችን ስብ ማቃጠል የሚጀምረው መቼ ነው?,Health,https://www.bbc.com/amharic/articles/crm3wv731deo
የአሜሪካው ጤና ሚኒስትር የኦቲዝም መንስኤ መስከረም ወር ላይ ይፋ እንደሚደረግ ተናገሩ,Health,https://www.bbc.com/amharic/articles/c77n1pe5257o
"በኢትዮጵያ ሁሉም የተሽከርካሪ ሠሌዳዎች ""ኢት"" የሚል መለያ እንዲኖራቸው ሊደረግ ነው",Technology,https://www.bbc.com/amharic/articles/cx27wg8qgvyo
በመቶ ሺዎች ያስገጠሙት ማይክሮቺፕ በሰውነትዎ ውስጥ እንዲቀበር ይፈቅዳሉ?,Technology,https://www.bbc.com/amharic/articles/cj9e4l7zrm8o
የአየር ጉዞን ይለውጣል የተባለው በሰማይ የሚንሳፈፈው 'የአየር ላይ መርከብ',Technology,https://www.bbc.com/amharic/articles/c1el08p72xjo
በፍልስጤም የተንቀሳቃሽ ትምህርት ቤት ዲዛይን ውድድር 'ያሸነፉት' ኢትዮጵያውያን አርክቴክቶች,Technology,https://www.bbc.com/amharic/articles/c9vexrm2vdpo
እውን ኤለን መስክ መንግሥት ከሰጠው ኃላፊነት ይለቃል? የተቋሙ ዕጣ ፈንታስ ምን ይሆናል?,Technology,https://www.bbc.com/amharic/articles/cly16l1g1j6o
ለከፍተኛ ገዢዎች የዕራት ግብዣ መዘጋጀቱን ተከትሎ የትራምፕ ክሪፕቶከረንሲ ዋጋ አሻቀበ,Technology,https://www.bbc.com/amharic/articles/cde248l8ny4o
በሰው ሰራሽ አስተውሎት የሚሰሩ ፊልሞች ኦስካር ሊያሸንፉ እንደሚችሉ ተገለፀ,Technology,https://www.bbc.com/amharic/articles/c15vxv7qgljo
ኤለን መስክ በዶናልድ ትራምፕ አስተዳደር ውስጥ የሚያሳለፈውን ጊዜ ሊቀንስ ነው,Technology,https://www.bbc.com/amharic/articles/c4g202340ldo
የመረጃ ልውውጥን ለማቀላጠፍ የዳታ ማዕከላትን በምህዋር እና በጨረቃ ላይ የማስቀመጥ ዕቅድ,Technology,https://www.bbc.com/amharic/articles/c62ggg6gy4go
ቻትጂፒቲ አንድን ግለሰብ ሁለት ልጆቹን ገድሏል የሚል ሐሰተኛ መረጃ በማቅረቡ ተከሰሰ,Technology,https://www.bbc.com/amharic/articles/cd7eld474e0o
"ቪዲዮ, ከእህቷ በተለገሰችው ማህጻን አማካኝነት ወልዳ ለመሳም የበቃችው ሴት, ርዝመት 1,29",Technology,https://www.bbc.com/amharic/articles/cg5qqlmg68ro
"የኢሎን መስክ አባት፡ ""ልጄ ዐይን አፋር ነው፤ ለፖለቲካ አልተፈጠረም""",Technology,https://www.bbc.com/amharic/articles/cm24e0kn89xo
ሜታ በተወነጀለበት በኢትዮጵያ ጦርነት ሚናው በኬንያ ሊከሰስ እንደሚችል ተወሰነ,Technology,https://www.bbc.com/amharic/articles/cjew08g0g97o
ቢል ጌትስ ከ50 ዓመት በፊት ማይክሮሶፍትን ሲጀምር ምን አልሞ ነበር?,Technology,https://www.bbc.com/amharic/articles/c0r58wyqvezo
ኢላን መስክ በጠቅላይ ፍርድ ቤት ምርጫ ለሚሳተፉ የ1 ሚሊዮን ዶላር ስጦታ እየሰጠ ነው,Technology,https://www.bbc.com/amharic/articles/c934pv27n2ro
አብዛኞቹ ነዋሪዎቿ ዩቲዩበር የሆኑባት መንደር,Technology,https://www.bbc.com/amharic/articles/c8x4yjl5ew7o
አስፈላጊ እየሆነ ስለመጣው ፋይዳ መታወቂያ ሊያውቋቸው የሚገቡ 8 ጉዳዮች,Technology,https://www.bbc.com/amharic/articles/c204dl15p96o
በኢላን መስክ ምክንያት አእምሮውን የሚያነብ ቺፕ በአንጎሉ ያስቀበረው ሰው,Technology,https://www.bbc.com/amharic/articles/cx2xzk1l7j8o
ኡበር ሴት አሽከርካሪዎችን ለመሳብ በየሳምንቱ 20 ሰዓታት ነጻ የልጅ እንክብካቤ አዘጋጃለሁ አለ,Technology,https://www.bbc.com/amharic/articles/cdelw43nrx6o
ኤክስ በአሜሪካ እና በዩኬ ተቋርጦ እንደነበር ተገለጸ,Technology,https://www.bbc.com/amharic/articles/crmjdj2jp0ro
ሰሜን ኮሪያውያን በታሪክ ትልቁ የተባለውን የክሪፕቶከረንሲ ማጭበርበር እንዴት ፈፀሙ?,Technology,https://www.bbc.com/amharic/articles/c07zmr381meo
የሰሜን ኮሪያ መረጃ መንታፊዎች ከዘረፉት 1.5 ቢሊዮን የክሪፕቶ  ገንዘብ 300 ሚሊዮን ዶላር በጥሬ ማውጣታቸው ተነገረ,Technology,https://www.bbc.com/amharic/articles/cg4k3gg336ko
"ቪዲዮ, ኢትዮጵያውያን ሴቶች በሳይንስ እና ቴክኖሎጂ መስኮች ያላቸው ተሳትፎ ምን ያህል ነው?, ርዝመት 3,22",Technology,https://www.bbc.com/amharic/articles/cd92yx2n1e3o
የክሪስቲያኖ ሮናልዶ ልጅ ለፖርቹጋል ከ15 ዓመት በታች ቡድን እንዲጫወት ጥሪ ቀረበለት,Sport,https://www.bbc.com/amharic/articles/cx2v2pzeg6po
የሻምፒዮንስ ሊግ ተሳትፎ ትንቅንቅ. . . የእንግሊዝ ፕሪሚየር ሊግ ጨዋታዎች ግምት,Sport,https://www.bbc.com/amharic/articles/c4g3k0yn7ndo
አርቴታ እና አርሰናል ከፒኤስጂ ጨዋታ ምን ተማሩ?,Sport,https://www.bbc.com/amharic/articles/cy5rdpp4wp3o
የሊቨርፑል አለቃ አርን ስሎት እንዴት ያልተጠበቀውን በማሳካት ሊቨርፑልን ለሻምፒዮንነት አበቁት?,Sport,https://www.bbc.com/amharic/articles/cdjlklzwydwo
ማራቶንን በክብረ ወሰን በማሸነፍ ታሪክ እያስመዘገበች ያለችው ትዕግሥት አሰፋ,Sport,https://www.bbc.com/amharic/articles/cx26170gvv4o
ትዕግሥት አሰፋ በለንደን ማራቶን አሸነፈች,Sport,https://www.bbc.com/amharic/articles/c70z7y686kwo
ሊቨርፑል የሊጉን ዋንጫ ያነሳ ይሆን? ለኤፍኤ ዋንጫስ እነማን ለፍጻሜ ይደርሳሉ? የሳምንቱ ጨዋታዎች ግምት,Sport,https://www.bbc.com/amharic/articles/cx209g8z0emo
ሊቨርፑል፣ አርሰናል፣ ማንቸስተር ሲቲ. . . የእንግሊዝ ፕሪሚየር ሊግ ጨዋታዎች ግምት,Sport,https://www.bbc.com/amharic/articles/crm3xe3478do
አርሰናል ሪያል ማድሪድን በማሸነፍ ለሦስተኛ ጊዜ የሻምፒዮንስ ሊግ ግማሽ ፍጻሜ ደረሰ,Sport,https://www.bbc.com/amharic/articles/cly2l8p3lwko
የማንቸስተር ዩናይትድ አዲሱ ስታድየም እና ምላሽ የሚፈልጉ ወሳኝ ጥያቄዎች,Sport,https://www.bbc.com/amharic/articles/c78elw1yxe3o
ሊቨርፑል፣ አርሰናል፣ ማንቸስተር ዩናይትድ... ቀጣይ የፕሪሚየር ሊግ ጨዋታዎች ግምት,Sport,https://www.bbc.com/amharic/articles/cm2xy77jml0o
ሰሜን ኮሪያ ከስድስት ዓመታት በኋላ የመጀመሪያውን ዓለም አቀፍ የማራቶን ውድድር አካሄደች,Sport,https://www.bbc.com/amharic/articles/cd6j419330zo
የስሜት መዋዠቅዎን የሚያስተካክሉ አምስት መንገዶች,Sport,https://www.bbc.com/amharic/articles/cj92ymewv2zo
ማንቸስተር ዩናይትድ ከማንቸስተር ሲቲ - የእንግሊዝ ፕሪሚዬር ሊግ ጨዋታዎች ግምት,Sport,https://www.bbc.com/amharic/articles/cm24e0rg8k8o
በማረሚያ ቤቶች እግር ኳስ አሰልጣኝ እየሆኑ ያሉት ምዕራብ አፍሪካውያኑ ሴት ታራሚዎች,Sport,https://www.bbc.com/amharic/articles/cgjlv393792o
የእንግሊዝ ትልቁ ክለብ የትኛው ነው?,Sport,https://www.bbc.com/amharic/articles/c2er84vx4ego
ጫና ውስጥ ያለችው ኢትዮጵያ፤ የሱዳን አስደናቂ ጉዞ፤ ውስብስቡ ምድብ እና ሌሎችን የአፍሪካ አህጉር ዓለም ዋንጫ ቀጣይ መርሃ ግብሮች,Sport,https://www.bbc.com/amharic/articles/cvgez784lqvo
አርሰናል ከቼልሲ - ማን ያሸንፋል? የእንግሊዝ ፕሪሚየር ሊግ እና የካራባኦ ዋንጫ ጨዋታዎች ግምቶች,Sport,https://www.bbc.com/amharic/articles/cgj5wjp5w0lo
ሊቨርፑል በፒኤስጂ ተሸንፎ ከአውሮፓ ቻምፒዮንስ ሊግ ውጭ ሆነ,Sport,https://www.bbc.com/amharic/articles/cy7xv40522vo
ማንቸስተር ዩናይትድ በ2 ቢሊዮን ፓውንድ አዲስ ስታድየም ሊገነባ ነው,Sport,https://www.bbc.com/amharic/articles/c93nwkpelx0o
ከዩናይትድ እና ከአርሰናል ማን ያሸንፋል? የእንግሊዝ ፕሪሚየር ሊግ ጨዋታዎች ግምት,Sport,https://www.bbc.com/amharic/articles/c798l2wjlrqo
ታዳጊ ወንዶችን ደፍሯል የተባለው የጋቦን ታዳጊ ብሔራዊ ቡድን አሰልጣኝ የህይወት ዘመን እገዳ ተጣለበት,Sport,https://www.bbc.com/amharic/articles/c8e7136l66zo
